32851.000000	33293.000000	33903.000000	32612.000000	33352.000000	33983.000000	31684.000000	33475.000000	32772.000000	31617.000000	33367.000000	32579.000000	31252.000000	32690.000000	27440.000000
32839.000000	33289.000000	33896.000000	32595.000000	33347.000000	33991.000000	31687.000000	33475.000000	32760.000000	31617.000000	33359.000000	32567.000000	31252.000000	32690.000000	27440.000000
32830.000000	33286.000000	33901.000000	32588.000000	33346.000000	33985.000000	31682.000000	33466.000000	32753.000000	31615.000000	33360.000000	32557.000000	31249.000000	32694.000000	27455.000000
32820.000000	33277.000000	33902.000000	32577.000000	33341.000000	33990.000000	31686.000000	33463.000000	32740.000000	31614.000000	33350.000000	32544.000000	31242.000000	32675.000000	27477.000000
32812.000000	33275.000000	33900.000000	32568.000000	33334.000000	33986.000000	31677.000000	33445.000000	32726.000000	31610.000000	33336.000000	32531.000000	31232.000000	32637.000000	27491.000000
32802.000000	33267.000000	33905.000000	32565.000000	33331.000000	33988.000000	31677.000000	33445.000000	32726.000000	31610.000000	33336.000000	32531.000000	31226.000000	32645.000000	27525.000000
32795.000000	33260.000000	33901.000000	32565.000000	33331.000000	33988.000000	31681.000000	33443.000000	32718.000000	31611.000000	33333.000000	32516.000000	31226.000000	32645.000000	27525.000000
32785.000000	33254.000000	33906.000000	32552.000000	33323.000000	33987.000000	31681.000000	33431.000000	32707.000000	31606.000000	33323.000000	32513.000000	31201.000000	32661.000000	27541.000000
32785.000000	33254.000000	33906.000000	32546.000000	33316.000000	33992.000000	31681.000000	33431.000000	32707.000000	31606.000000	33323.000000	32513.000000	31201.000000	32661.000000	27541.000000
32778.000000	33247.000000	33905.000000	32546.000000	33316.000000	33992.000000	31678.000000	33428.000000	32696.000000	31610.000000	33311.000000	32503.000000	31214.000000	32689.000000	27534.000000
32770.000000	33243.000000	33906.000000	32537.000000	33315.000000	33993.000000	31678.000000	33419.000000	32694.000000	31605.000000	33309.000000	32493.000000	31210.000000	32686.000000	27541.000000
32761.000000	33232.000000	33904.000000	32522.000000	33303.000000	33992.000000	31676.000000	33412.000000	32678.000000	31606.000000	33295.000000	32479.000000	31233.000000	32667.000000	27563.000000
32755.000000	33236.000000	33900.000000	32514.000000	33295.000000	33992.000000	31680.000000	33401.000000	32672.000000	31606.000000	33287.000000	32479.000000	31233.000000	32667.000000	27563.000000
32750.000000	33224.000000	33904.000000	32516.000000	33292.000000	33991.000000	31673.000000	33400.000000	32667.000000	31606.000000	33283.000000	32467.000000	31200.000000	32631.000000	27543.000000
32740.000000	33220.000000	33902.000000	32503.000000	33278.000000	33992.000000	31677.000000	33388.000000	32659.000000	31605.000000	33274.000000	32463.000000	31192.000000	32668.000000	27558.000000
32725.000000	33208.000000	33902.000000	32502.000000	33275.000000	33989.000000	31673.000000	33370.000000	32644.000000	31603.000000	33249.000000	32450.000000	31187.000000	32669.000000	27576.000000
32725.000000	33208.000000	33902.000000	32494.000000	33274.000000	33997.000000	31673.000000	33370.000000	32644.000000	31598.000000	33244.000000	32446.000000	31196.000000	32640.000000	27588.000000
32721.000000	33190.000000	33906.000000	32486.000000	33263.000000	33990.000000	31670.000000	33355.000000	32637.000000	31598.000000	33233.000000	32445.000000	31194.000000	32677.000000	27592.000000
32721.000000	33190.000000	33906.000000	32484.000000	33256.000000	33991.000000	31670.000000	33355.000000	32637.000000	31598.000000	33226.000000	32440.000000	31194.000000	32677.000000	27592.000000
32717.000000	33180.000000	33906.000000	32479.000000	33248.000000	33990.000000	31667.000000	33346.000000	32629.000000	31598.000000	33226.000000	32440.000000	31183.000000	32682.000000	27610.000000
32710.000000	33175.000000	33909.000000	32477.000000	33241.000000	33998.000000	31666.000000	33333.000000	32626.000000	31595.000000	33214.000000	32429.000000	31182.000000	32691.000000	27636.000000
32711.000000	33168.000000	33906.000000	32477.000000	33222.000000	33994.000000	31664.000000	33320.000000	32626.000000	31594.000000	33201.000000	32432.000000	31182.000000	32691.000000	27636.000000
32708.000000	33158.000000	33905.000000	32475.000000	33222.000000	33993.000000	31663.000000	33313.000000	32620.000000	31594.000000	33190.000000	32431.000000	31176.000000	32715.000000	27617.000000
32705.000000	33135.000000	33900.000000	32474.000000	33213.000000	33993.000000	31661.000000	33306.000000	32625.000000	31589.000000	33166.000000	32432.000000	31178.000000	32728.000000	27631.000000
32706.000000	33129.000000	33907.000000	32474.000000	33201.000000	33997.000000	31655.000000	33288.000000	32623.000000	31584.000000	33162.000000	32430.000000	31186.000000	32760.000000	27659.000000
32705.000000	33121.000000	33909.000000	32474.000000	33188.000000	33994.000000	31652.000000	33279.000000	32631.000000	31585.000000	33149.000000	32433.000000	31166.000000	32740.000000	27663.000000
32708.000000	33110.000000	33911.000000	32476.000000	33177.000000	33998.000000	31647.000000	33269.000000	32631.000000	31575.000000	33139.000000	32443.000000	31165.000000	32764.000000	27646.000000
32709.000000	33094.000000	33914.000000	32478.000000	33162.000000	34008.000000	31639.000000	33248.000000	32637.000000	31577.000000	33129.000000	32438.000000	31187.000000	32787.000000	27691.000000
32715.000000	33086.000000	33910.000000	32478.000000	33162.000000	34008.000000	31639.000000	33248.000000	32637.000000	31574.000000	33117.000000	32448.000000	31187.000000	32787.000000	27691.000000
32715.000000	33086.000000	33910.000000	32483.000000	33151.000000	34005.000000	31637.000000	33237.000000	32642.000000	31574.000000	33117.000000	32448.000000	31185.000000	32798.000000	27666.000000
32713.000000	33076.000000	33913.000000	32485.000000	33140.000000	34004.000000	31636.000000	33222.000000	32647.000000	31573.000000	33107.000000	32452.000000	31174.000000	32823.000000	27689.000000
32718.000000	33064.000000	33910.000000	32485.000000	33140.000000	34004.000000	31636.000000	33222.000000	32647.000000	31572.000000	33097.000000	32451.000000	31174.000000	32823.000000	27689.000000
32718.000000	33064.000000	33910.000000	32489.000000	33130.000000	34008.000000	31634.000000	33211.000000	32651.000000	31572.000000	33097.000000	32451.000000	31174.000000	32823.000000	27689.000000
32726.000000	33047.000000	33910.000000	32491.000000	33124.000000	34006.000000	31629.000000	33200.000000	32658.000000	31563.000000	33073.000000	32467.000000	31216.000000	32853.000000	27688.000000
32734.000000	33044.000000	33914.000000	32500.000000	33107.000000	34012.000000	31622.000000	33193.000000	32662.000000	31561.000000	33060.000000	32474.000000	31193.000000	32866.000000	27664.000000
32742.000000	33034.000000	33915.000000	32503.000000	33105.000000	34008.000000	31627.000000	33182.000000	32669.000000	31558.000000	33054.000000	32488.000000	31205.000000	32877.000000	27645.000000
32748.000000	33023.000000	33912.000000	32510.000000	33094.000000	34013.000000	31622.000000	33173.000000	32678.000000	31563.000000	33035.000000	32490.000000	31206.000000	32873.000000	27678.000000
